name,country,country_code,position,price,photo_url
Wesley,Brazil,BRA,DEF,4.5,
Bruno Guimarães,Brazil,BRA,MID,6.8,
Raphinha,Brazil,BRA,MID,8.2,
Neymar,Brazil,BRA,MID,7.2,
Yerry Mina,Colombia,COL,DEF,4.2,
Willer Ditta,Colombia,COL,DEF,3.7,
Juan Portilla,Colombia,COL,MID,4.7,
Cucho Hernández,Colombia,COL,FWD,6.3,
Jindrich Stanek,Czechia,CZE,GK,4,
David Zima,Czechia,CZE,DEF,3.9,
Alexandr Sojka,Czechia,CZE,MID,4.5,
David Doudera,Czechia,CZE,MID,5.1,
Hugo Sochurek,Czechia,CZE,MID,4.3,
Christophe Kabongo,Czechia,CZE,FWD,4.5,
Jan Kuchta,Czechia,CZE,FWD,5.5,
Adam Hlozek,Czechia,CZE,FWD,6.5,
Robin Risser,France,FRA,GK,3.5,
William Saliba,France,FRA,DEF,5.3,
Jules Koundé,France,FRA,DEF,5.4,
Bradley Barcola,France,FRA,MID,8,
Jean-Philippe Mateta,France,FRA,FWD,6.5,
Paul Reverson,Ghana,GHA,GK,3.5,
Solomon Agbasi,Ghana,GHA,GK,3.5,
Augustine Boakye,Ghana,GHA,MID,4.9,
Ko Itakura,Japan,JPN,DEF,4.5,
Takehiro Tomiyasu,Japan,JPN,DEF,4.9,
Yuto Nagatomo,Japan,JPN,DEF,3.7,
Wataru Endo,Japan,JPN,MID,6,
Takefusa Kubo,Japan,JPN,MID,7,
Antonio Rodríguez,Mexico,MEX,GK,3.7,
Carlos Moreno,Mexico,MEX,GK,3.6,
Álex Padilla,Mexico,MEX,GK,3.5,
Julián Araujo,Mexico,MEX,DEF,4,
Alejandro Gómez,Mexico,MEX,DEF,3.5,
Ramón Juárez,Mexico,MEX,DEF,3.6,
Mateo Chávez,Mexico,MEX,DEF,3.5,
Bryan González,Mexico,MEX,DEF,3.5,
Víctor Guzmán,Mexico,MEX,DEF,3.6,
Marcel Ruiz,Mexico,MEX,MID,5.9,
Jordán Carrillo,Mexico,MEX,MID,5.1,
Diego Lainez,Mexico,MEX,MID,5.9,
César Huerta,Mexico,MEX,MID,6.3,
Edson Álvarez,Mexico,MEX,MID,6,
Jesús Angulo,Mexico,MEX,MID,5.3,
Gilberto Mora,Mexico,MEX,MID,4.5,
Luis Chávez,Mexico,MEX,MID,6.3,
Luis Romo,Mexico,MEX,MID,5.5,
Elías Montiel,Mexico,MEX,MID,4.5,
Kevin Castañeda,Mexico,MEX,MID,4.9,
Alexis Gutiérrez,Mexico,MEX,MID,4.9,
Jeremy Márquez,Mexico,MEX,MID,4.7,
Alexéi Domínguez,Mexico,MEX,FWD,4.5,
Efraín Álvarez,Mexico,MEX,MID,5.5,
Santiago Giménez,Mexico,MEX,FWD,6.8,
Jorge Ruvalcaba,Mexico,MEX,FWD,4.9,
Michael Boxall,New Zealand,NZL,DEF,3.7,
Liberato Cacace,New Zealand,NZL,DEF,4.1,
Nando Pijnaker,New Zealand,NZL,DEF,3.7,
Tommy Smith,New Zealand,NZL,DEF,3.6,
Matthew Garbett,New Zealand,NZL,FWD,5,
Chris Wood,New Zealand,NZL,FWD,6.5,
Sarpreet Singh,New Zealand,NZL,MID,5.3,
Juan Espínola,Paraguay,PAR,GK,3.5,
Carlos Coronel,Paraguay,PAR,GK,4.1,
Santiago Rojas,Paraguay,PAR,GK,3.5,
Blás Riveros,Paraguay,PAR,DEF,3.9,
Alcides Benítez,Paraguay,PAR,DEF,3.5,
Agustín Sández,Paraguay,PAR,DEF,3.7,
Alan Núñez,Paraguay,PAR,DEF,3.5,
Saúl Salcedo,Paraguay,PAR,DEF,3.7,
Diego León,Paraguay,PAR,DEF,3.5,
Tarek Salman,Qatar,QAT,DEF,3.7,
Rayyan Al Ali,Qatar,QAT,DEF,3.5,
Homam El Amin,Qatar,QAT,DEF,3.6,
Sultan Al Brake,Qatar,QAT,DEF,3.7,
Abdulaziz Hatem,Qatar,QAT,MID,5.3,
Jassem Gaber,Qatar,QAT,MID,5,
Ahmed Alaa,Qatar,QAT,FWD,5.5,
Mohammed Muntari,Qatar,QAT,FWD,5.3,
Sebastián Soria,Qatar,QAT,FWD,5.1,
Tahsin Jamshid,Qatar,QAT,FWD,4.5,
Viktor Johansson,Sweden,SWE,GK,3.9,
Jacob Widell Zetterström,Sweden,SWE,GK,3.7,
Hjalmar Ekdal,Sweden,SWE,DEF,3.7,
Emil Holm,Sweden,SWE,DEF,4.1,
Isak Hien,Sweden,SWE,DEF,4.1,
Ken Sema,Sweden,SWE,MID,6,
Alexander Isak,Sweden,SWE,FWD,8,
Alexander Bernhardsson,Sweden,SWE,FWD,4.9,
Thibaut Courtois,Belgium,BEL,GK,4.9,
Mike Penders,Belgium,BEL,GK,3.5,
Hans Vanaken,Belgium,BEL,MID,5.5,
Matias Fernandez-Pardo,Belgium,BEL,FWD,5.6,
Leandro Trossard,Belgium,BEL,MID,6.6,
Diego Moreira,Belgium,BEL,MID,4.7,
Stopira,Cabo Verde,CPV,DEF,3.5,
Logan Costa,Cabo Verde,CPV,DEF,3.5,
Jamiro Monteiro,Cabo Verde,CPV,MID,4.6,
Hélio Varela,Cabo Verde,CPV,MID,4.9,
Gilson Benchimol,Cabo Verde,CPV,MID,5,
Oumar Diakité,Côte d'Ivoire,CIV,FWD,5.3,
Ange-Yoan Bonny,Côte d'Ivoire,CIV,FWD,4.9,
Dominik Kotarski,Croatia,CRO,GK,4.4,
Josko Gvardiol,Croatia,CRO,DEF,5,
Mateo Kovacic,Croatia,CRO,MID,6,
Keeto Thermoncy,Haiti,HAI,DEF,3.5,
Dominique Simon,Haiti,HAI,MID,4.3,
Lenny Joseph,Haiti,HAI,FWD,4.2,
Nour Bani Ateyah,Jordan,JOR,GK,3.6,
Ahmad Al Juaidi,Jordan,JOR,GK,3.6,
Ehsan Haddad,Jordan,JOR,DEF,3.5,
Saed Al Rosan,Jordan,JOR,DEF,3.5,
Anas Badawi,Jordan,JOR,DEF,3.5,
Raja'ei Ayed,Jordan,JOR,MID,4.5,
Ali Olwan,Jordan,JOR,FWD,4.2,
Lee Gi-Hyuk,Korea Republic,KOR,DEF,4.5,
Hwang In-Beom,Korea Republic,KOR,MID,5.8,
Lee Dong-Gyeong,Korea Republic,KOR,MID,4.9,
Montassar Talbi,Tunisia,TUN,DEF,3.9,
Dylan Bronn,Tunisia,TUN,DEF,3.6,
Yan Valery,Tunisia,TUN,DEF,3.9,
Elias Achouri,Tunisia,TUN,MID,4.8,
Hannibal Mejbri,Tunisia,TUN,MID,4.8,
Gédéon Kalulu,Congo DR,COD,DEF,3.9,
Gaël Kakuta,Congo DR,COD,MID,4.6,
Armando Obispo,Curaçao,CUW,DEF,3.7,
Deveron Fonville,Curaçao,CUW,DEF,3.7,
Jürgen Locadia,Curaçao,CUW,FWD,4.1,
Roozbeh Cheshmi,IR Iran,IRN,MID,4.8,
Kasra Taheri,IR Iran,IRN,FWD,4.7,
Jalal Hassan,Iraq,IRQ,GK,3.9,
Mustafa Saadoon,Iraq,IRQ,DEF,3.6,
Ahmed Yahya,Iraq,IRQ,DEF,3.6,
Dario Naamo,Iraq,IRQ,DEF,3.5,
Jussef Nasrawe,Iraq,IRQ,MID,4.4,
Ahmed Qasem,Iraq,IRQ,MID,4.4,
Diogo Costa,Portugal,POR,GK,4.9,
Rúben Dias,Portugal,POR,DEF,5,
Nélson Semedo,Portugal,POR,DEF,4.3,
Bernardo Silva,Portugal,POR,MID,7.8,
Cristiano Ronaldo,Portugal,POR,FWD,10,
Rafael Leão,Portugal,POR,MID,7.8,
Fahad Younis,Qatar,QAT,GK,3.7,
Craig Gordon,Scotland,SCO,GK,3.5,
Aaron Hickey,Scotland,SCO,DEF,4.3,
Ben Gannon-Doak,Scotland,SCO,MID,4.9,
Ross Stewart,Scotland,SCO,FWD,5.4,
Lawrence Shankland,Scotland,SCO,FWD,5.5,
Christian Fassnacht,Switzerland,SUI,MID,6.1,
Zeki Amdouni,Switzerland,SUI,FWD,4.9,
Cedric Itten,Switzerland,SUI,FWD,5.4,
Ersin Destanoglu,Türkiye,TUR,GK,4,
Yusuf Akçiçek,Türkiye,TUR,DEF,4,
Çaglar Söyüncü,Türkiye,TUR,DEF,4.4,
Aral Simsir,Türkiye,TUR,MID,4.7,
Demir Ege Tiknaz,Türkiye,TUR,MID,4.4,
Can Uzun,Türkiye,TUR,MID,5.3,
Yusuf Sari,Türkiye,TUR,MID,5,
Aaron Tshibola,Congo DR,COD,MID,4.9,
Karim Hafez,Egypt,EGY,DEF,3.9,
Nabil Emad Dunga,Egypt,EGY,MID,4.3,
Mostafa Zico,Egypt,EGY,MID,4.2,
Aqtay Abdallah,Egypt,EGY,FWD,4.3,
Hamza Abdelkarim,Egypt,EGY,FWD,4.3,
Mohamed Salah,Egypt,EGY,MID,10,
Manuel Neuer,Germany,GER,GK,5,
Nadiem Amiri,Germany,GER,MID,6.3,
Jamal Musiala,Germany,GER,MID,8,
Felix Nmecha,Germany,GER,MID,5.6,
Aleksandar Pavlovic,Germany,GER,MID,5.5,
Jamie Leweling,Germany,GER,MID,6.4,
Maximilian Beier,Germany,GER,FWD,6.5,
Ronaldo Dejesús,Paraguay,PAR,DEF,3.8,
Mateo Gamarra,Paraguay,PAR,DEF,3.9,
Robert Piris Da Motta,Paraguay,PAR,MID,4.7,
Óscar Romero,Paraguay,PAR,MID,4.6,
Mathías Villasanti,Paraguay,PAR,MID,4.6,
Hugo Cuenca,Paraguay,PAR,MID,4.8,
Andrés Cubas,Paraguay,PAR,MID,4.7,
Álvaro Campuzano,Paraguay,PAR,MID,4.6,
Ángel Romero,Paraguay,PAR,MID,4.9,
Rodney Redes,Paraguay,PAR,MID,4.8,
Enso González,Paraguay,PAR,MID,5,
Diego González,Paraguay,PAR,MID,5,
Munir El Kajoui,Morocco,MAR,GK,4,
Youssef Belammari,Morocco,MAR,DEF,3.6,
Ayyoub Bouaddi,Morocco,MAR,MID,5.5,
Ayoube Amaimouni-Echghouyab,Morocco,MAR,FWD,4.3,
Sander Tangvik,Norway,NOR,GK,3.5,
Thelo Aasgaard,Norway,NOR,MID,5.5,
Fredrik Aursnes,Norway,NOR,MID,6.5,
Martin Ødegaard,Norway,NOR,MID,7.7,
Lorenzo Melgarejo,Paraguay,PAR,MID,5.5,
Rubén Lezcano,Paraguay,PAR,MID,5,
Carlos González,Paraguay,PAR,FWD,5.7,
Isidro Pitta,Paraguay,PAR,FWD,5.9,
Adrián Alcaraz,Paraguay,PAR,FWD,4.5,
Adam Bareiro,Paraguay,PAR,FWD,5.7,
Ronaldo Martínez,Paraguay,PAR,MID,5,
Robert Morales,Paraguay,PAR,FWD,5.3,
Ilay Camara,Senegal,SEN,DEF,3.8,
Moustapha Mbow,Senegal,SEN,DEF,3.7,
Bara Sapoko Ndiaye,Senegal,SEN,MID,4.5,
Sadio Mané,Senegal,SEN,MID,7.6,
Sipho Chaine,South Africa,RSA,GK,3.7,
Olwethu Makhanya,South Africa,RSA,DEF,3.5,
Bradley Cross,South Africa,RSA,DEF,3.6,
Kamogelo Sebelebele,South Africa,RSA,MID,4.5,
Iqraam Rayners,South Africa,RSA,MID,5.3,
Jarell Quansah,England,ENG,DEF,4.4,
Reece James,England,ENG,DEF,5.2,
Eberechi Eze,England,ENG,MID,8,
Ollie Watkins,England,ENG,FWD,7.9,
Ivan Toney,England,ENG,FWD,7.5,
Sondre Langås,Norway,NOR,DEF,4,
Cristhian Loor,Ecuador,ECU,GK,4,
Deinner Ordóñez,Ecuador,ECU,DEF,4.1,
Fricio Caicedo,Ecuador,ECU,DEF,4,
Ederson Castillo,Ecuador,ECU,MID,4.2,
Darwin Guagua,Ecuador,ECU,MID,4.8,
Malcom DaCosta,Ecuador,ECU,MID,3.8,
Bruno Caicedo,Ecuador,ECU,MID,5.2,
Luis Fragozo,Ecuador,ECU,MID,5,
Nilson Angulo,Ecuador,ECU,MID,6,
Abdulquddus Atiah,Saudi Arabia,KSA,GK,4,
Hassan Al Tambakti,Saudi Arabia,KSA,DEF,4.5,
Zakaria Hawsawi,Saudi Arabia,KSA,DEF,4,
Jehad Thikri,Saudi Arabia,KSA,DEF,4,
Moteb Al Harbi,Saudi Arabia,KSA,DEF,4.1,
Salem Al Dawsari,Saudi Arabia,KSA,MID,7.2,
Alaa Al Hejji,Saudi Arabia,KSA,MID,5,
Nasser Al Dawsari,Saudi Arabia,KSA,MID,5.2,
Mohammed Abu Al Shamat,Saudi Arabia,KSA,MID,5.5,
Saleh Abu Al Shamat,Saudi Arabia,KSA,FWD,5.3,
Abdullah Al Salem,Saudi Arabia,KSA,FWD,5,
Alphonso Davies,Canada,CAN,DEF,4.9,
Zorhan Bassong,Canada,CAN,DEF,3.7,
Alistair Johnston,Canada,CAN,DEF,4,
Moïse Bombito,Canada,CAN,DEF,4.1,
Jamie Knight-Lebel,Canada,CAN,DEF,3.7,
Alfie Jones,Canada,CAN,DEF,3.8,
Stephen Eustaquio,Canada,CAN,MID,5,
Jacob Shaffelburg,Canada,CAN,MID,5.2,
Jayden Nelson,Canada,CAN,MID,5,
Promise David,Canada,CAN,FWD,5.4,
Lawrence Ati Zigi,Ghana,GHA,GK,4,
Joseph Anang,Ghana,GHA,GK,3.6,
Abdul Baba,Ghana,GHA,DEF,3.9,
Alidu Seidu,Ghana,GHA,DEF,3.9,
Kojo Peprah Oppong,Ghana,GHA,DEF,3.5,
Jonas Adjetey,Ghana,GHA,DEF,3.5,
Abdul Mumin,Ghana,GHA,DEF,3.7,
Alexander Djiku,Ghana,GHA,DEF,4,
Marvin Senaya,Ghana,GHA,DEF,3.5,
Jerome Opoku,Ghana,GHA,DEF,3.8,
Gideon Mensah,Ghana,GHA,DEF,3.9,
Caleb Yirenkyi,Ghana,GHA,MID,4.7,
Thomas Partey,Ghana,GHA,MID,6.2,
Elisha Owusu,Ghana,GHA,MID,5.3,
Kwasi Sibo,Ghana,GHA,MID,4.7,
Jordan Ayew,Ghana,GHA,FWD,5.3,
Iñaki Williams,Ghana,GHA,FWD,5.9,
Ernest Nuamah,Ghana,GHA,MID,5,
Prince Adu,Ghana,GHA,FWD,4,
Abdul Fatawu,Ghana,GHA,FWD,6.4,
Christopher Bonsu Baah,Ghana,GHA,FWD,4.5,
Antoine Semenyo,Ghana,GHA,FWD,7.2,
Brandon Thomas-Asante,Ghana,GHA,FWD,5.1,
Kamaldeen Sulemana,Ghana,GHA,FWD,5.1,
Eric García,Spain,ESP,DEF,4.5,
Marc Pubill,Spain,ESP,DEF,4.2,
Mikel Merino,Spain,ESP,MID,6.2,
Fabián Ruiz,Spain,ESP,MID,6.8,
Gavi,Spain,ESP,MID,6.5,
Nico Williams,Spain,ESP,MID,7.8,
Joe Gauci,Australia,AUS,GK,3.9,
Harry Souttar,Australia,AUS,DEF,4.1,
Cameron Devlin,Australia,AUS,MID,4.7,
Jackson Irvine,Australia,AUS,MID,5.6,
Mathew Leckie,Australia,AUS,MID,4.7,
Mohamed Touré,Australia,AUS,FWD,5,
